Animal feed stores,street,city,state,postal_code,latitude,longitude,,,,,,
Tractor Supply Co.,1645 NV-88,Minden,Nevada,89423,38.9575003,-119.7779326,,,,,,
"Bear Creek Country Store - Leonard, TX",201 W Fannin St,Leonard,Texas,75452,33.3795279,-96.2490777,,,,,,
Cagle's Feed & Farm Inc,31245 AL-71,Bryant,Alabama,35958,34.8631517,-85.5987899,,,,,,
Pierce Milling Inc,50 Church St,Delevan,New York,14042,42.489667,-78.4732499,,,,,,
Rustys Feed & Seed LLC,505 AL-203,Elba,Alabama,36323,31.4148704,-86.0868931,,,,,,
Foothill Feed,1132 E Katella Ave Suite A8,Orange,California,92867,33.8087334,-117.8412,,,,,,
Florida Farm & Ranch Supply,2975 State Rd 60,Bartow,Florida,33830,27.9053904,-81.8049663,,,,,,
"Bordwine Hay, Feed & Hardware",11843 OK-39,Blanchard,Oklahoma,73010,35.0347505,-97.6379846,,,,,,
Box Feed and Gifts,32941 Rd 222 # 1,North Fork,California,93643,37.2263385,-119.5096606,,,,,,
Mid Mountain Feeds,Trail of the Lonesome Pine Rd,Pennington Gap,Virginia,24277,36.7614491,-83.0069044,,,,,,
Palmetto Farm Supply,40 E Dekalb St,Camden,South Carolina,29020,34.247573,-80.5918265,,,,,,
Tractor Supply Co Distribution,2309 State Rd 1347,Charlotte,North Carolina,28273,35.110427,-80.935482,,,,,,
Van Beek Natural Science,3689 460th St,Orange City,Iowa,51041,42.9815063,-96.0576324,,,,,,
AG Services LNC,418 N Underwood St,Athens,Texas,75751,32.2081919,-95.8513142,,,,,,
Laughery Valley AG,11016 US-50,Dillsboro,Indiana,47018,39.0212842,-85.0247628,,,,,,
Midway Feed and Supply Center,102 S Coastal Hwy,Midway,Georgia,31320,31.7984287,-81.432524,,,,,,
Tractor Supply Co.,882 S Coffee St,Merced,California,95341,37.2736132,-120.4323303,,,,,,
Quality Liquid Feed,107 Remsen St,Dunlap,Iowa,51529,41.8500709,-95.6089019,,,,,,
"Spikes & Houles Feed, Seed, & Pet Supply",5135 Oak St,Maple Plain,Minnesota,55359,45.0064803,-93.6542159,,,,,,
North Central Feed & Seed Inc.,2721 4th Ave SE,Minot,North Dakota,58701,48.2330322,-101.2507934,,,,,,
Bryan Farm Supply Inc,"122 N, 122 11th Ave",Arcadia,Florida,34266,27.2122072,-81.8466409,,,,,,
Black Lake Nursery and Feed,3614 Black Lake Blvd SW,Tumwater,Washington,98512,47.013971,-122.9617029,,,,,,
Dimmitt Feed & Supply,210 E Halsell St,Dimmitt,Texas,79027,34.5550681,-102.3102846,,,,,,
Westway Feed Products LLC,US-385,Dimmitt,Texas,79027,34.5624403,-102.3156743,,,,,,
Bud Hill Feed Lot,1380 US-385,Dimmitt,Texas,79027,34.5646709,-102.3175419,,,,,,
R & R Wirtes Grain,705 N Main St,Lanesborough,Massachusetts,1237,42.5441917,-73.2289343,,,,,,
Standish Milling Company,1331 W Cedar St,Standish,Michigan,48658,43.9824497,-83.9778178,,,,,,
Colfax Farm & Country Store,140 N Main St,Colfax,California,95713,39.1022017,-120.9528832,,,,,,
Bluegrass Farm Supply,1850 Mt Zion Church Rd,Marion,Kentucky,42064,37.4258303,-88.0687917,,,,,,
Mc Dowell & Walker Inc,11 Mill St,Afton,New York,13730,42.2244099,-75.5278086,,,,,,
"Loop 500 Feed, LLC",604 TX-500 Loop,Center,Texas,75935,31.804327,-94.1582883,,,,,,
Boles Feed Co. Inc.,101 Porter St,Center,Texas,75935,31.7970985,-94.1812097,,,,,,
Intermountain Farmers Association,154 E 8th N,Preston,Idaho,83263,42.1103303,-111.8730293,,,,,,
Dodge's Agway Farm & Garden,116 Lafayette Rd,Hampton Falls,New Hampshire,3844,42.920531,-70.860314,,,,,,
Johnston’s Manufacturing Co. Inc.,19406 E Parlier Ave,Reedley,California,93654,36.6115036,-119.4413757,,,,,,
Specialized Packaging Inc,787 W North Ave,Reedley,California,93654,36.6002436,-119.456221,,,,,,
Prairie Pet Food Ingredients,3111 S McKinney St,Rice,Texas,75155,32.2029771,-96.4739897,,,,,,
Snow Creek Farms,964 Snow Creek Rd,Statesville,North Carolina,28625,35.911716,-80.934787,,,,,,
Higby's Country Feed,8470 Currey Rd,Dixon,California,95620,38.4806755,-121.821532,,,,,,
Willis Feed Mill,10200 Railroad St,Willis,Michigan,48191,42.157412,-83.55808,,,,,,
The Western Feed Corral,2502 Vaughn Rd,Great Falls,Montana,59404,47.5166325,-111.3587325,,,,,,
Blue Seal Feeds Inc,50 William St,Arcade,New York,14009,42.5293095,-78.4530788,,,,,,
"33 Feeds, LLC",6421 US-14,Janesville,Wisconsin,53548,42.7302782,-89.1284691,,,,,,
Jack & Dick's Feed & Garden,975 S Jackson St,Janesville,Wisconsin,53546,42.6677109,-89.0174915,,,,,,
Tractor Supply Co.,709 Elbert St,Elberton,Georgia,30635,34.1018049,-82.8488439,,,,,,
Tractor Supply Co.,180 MS-12,Kosciusko,Mississippi,39090,33.066879,-89.592994,,,,,,
Attala County Co-op,447 MS-12 East,Kosciusko,Mississippi,39090,33.0654459,-89.5793077,,,,,,
Monticello Milling Co,500 S Jefferson St,Monticello,Florida,32344,30.5418842,-83.8698531,,,,,,
The Mill of Hampstead,607 Hanover Pike,Hampstead,Maryland,21074,39.590684,-76.843852,,,,,,
Johnson Feed Company,224 S Charles St,Lewisville,Texas,75057,33.0448791,-96.9963233,,,,,,
Tractor Supply Co.,1111 E Pulaski Hwy,Elkton,Maryland,21921,39.6047624,-75.7952555,,,,,,
Columbus Feed & Hatchery,2216 11th St,Columbus,Nebraska,68601,41.4275181,-97.3549959,,,,,,
Midland Farmers Co-Op,1409 S Fairgrounds Rd,Midland,Texas,79701,31.988245,-102.0435252,,,,,,
Moroni Feed Co,2941 W 6300 S,Nephi,Utah,84648,39.7102336,-111.8363216,,,,,,
Tractor Supply Co.,7251 Jackson Rd,Ann Arbor,Michigan,48103,42.2925536,-83.8735831,,,,,,
Castanedas Feed and HaY,10071 W Bradley Dr,Odessa,Texas,79764,31.8436268,-102.4967564,,,,,,
Everything Outdoors,1011 Alabama St,Carrollton,Georgia,30117,33.5860413,-85.0936572,,,,,,
Obrien Feed Depot & Hardware,22626 US-129,O'Brien,Florida,32071,30.0384262,-82.9402722,,,,,,
County Line Feeds,102 Oak St,Colorado City,Texas,79512,32.3880862,-100.8682497,,,,,,
Green River Feed Mill Inc,700 S Main St,Morgantown,Kentucky,42261,37.2115807,-86.6937282,,,,,,
Country Feed & General Store,2420 Reid St,Palatka,Florida,32177,29.6540808,-81.6549402,,,,,,
Feed Bucket,6791 Shelbyville Rd,Simpsonville,Kentucky,40067,38.2224655,-85.344078,,,,,,
Horst Farm Supply,411 N Howard St,Alturas,California,96101,41.4887352,-120.544833,,,,,,
Wall's West TN Supply,833 East St,Covington,Tennessee,38019,35.5542676,-89.6420676,,,,,,
Wadsworth Feed & Saddlery,15250 W Wadsworth Rd,Wadsworth,Illinois,60083,42.4289741,-87.9281518,,,,,,
Tractor Supply Co.,904 E South St,Richmond,Missouri,64085,39.2719476,-93.9623215,,,,,,
Feed Wagon Farm & Feed Supply,12423 MO-59,Neosho,Missouri,64850,36.8849119,-94.3165838,,,,,,
Landreth Farm,6335 Providence Church Rd,Kountze,Texas,77625,30.459739,-94.3728858,,,,,,
Reeder Farm Supply,118 S College St,Pontotoc,Mississippi,38863,34.2481066,-89.0032591,,,,,,
Tractor Supply Co.,497 E Veterans Memorial Pkwy,Warrenton,Missouri,63383,38.8207032,-91.1440809,,,,,,
Glenwood Feed & Industrial Supply,56716 221st St,Glenwood,Iowa,51534,41.0632913,-95.7541741,,,,,,
Nilsen Company,1593 Market St,Ferndale,California,95536,40.5890413,-124.2557776,,,,,,
R & S Livestock Supply Inc,2028 Market St,Ferndale,California,95536,40.594444,-124.255578,,,,,,
Tractor Supply Co.,20340 Bear Valley Rd,Apple Valley,California,92308,34.4721655,-117.2205752,,,,,,
Tractor Supply Co.,1408 E Loop 304,Crockett,Texas,75835,31.3076331,-95.4398904,,,,,,
McFarlin Feed and Supply,1703 N Florida Ave,Hernando,Florida,34442,28.887733,-82.3665635,,,,,,
Southern Humboldt Farm Feed,290 Briceland Rd,Redway,California,95560,40.120665,-123.8264124,,,,,,
Tractor Supply Co.,1169 Front St,Binghamton,New York,13905,42.1525311,-75.8989534,,,,,,
Lehr's Feed & Farm Supplies,10 Snyder Ave,Pine Grove,Pennsylvania,17963,40.5498899,-76.3840163,,,,,,
Tractor Supply Co.,18517 US-290,Elgin,Texas,78621,30.3513014,-97.4187102,,,,,,
Cuba City Feed Mill,421 Roaster Rd,Cuba City,Wisconsin,53807,42.5951952,-90.4267153,,,,,,
Tractor Supply Co.,5307 NC-211,West End,North Carolina,27376,35.2407,-79.5663,,,,,,
Piers Feed and Country Store,4384 58th St,Holland,Michigan,49423,42.7379107,-86.1166033,,,,,,
Ripley Feed,1020 City Ave N,Ripley,Mississippi,38663,34.7410612,-88.9487223,,,,,,
Jim's Feed Supply Inc.,1400 Industrial Rd SW,Le Mars,Iowa,51031,42.77592,-96.186058,,,,,,
Peculiar Farm Supply,101 W 1st St,Peculiar,Missouri,64078,38.7178077,-94.4610977,,,,,,
Mapleton Farm & Garden,175 Feed Mill Dr,Mapleton,Pennsylvania,17052,40.3954264,-77.9432894,,,,,,
Sellers Feed & Seed,142 S Tallahassee St #6457,Hazlehurst,Georgia,31539,31.8598791,-82.6071993,,,,,,
Valley Center Hay Sales,27427 Valley Center Rd,Valley Center,California,92082,33.2083538,-117.0329168,,,,,,
Tractor Supply Co.,438 Northside Dr E,Statesboro,Georgia,30458,32.4396433,-81.7618842,,,,,,
Tractor Supply Co.,3282 Front St,Winnsboro,Louisiana,71295,32.1839756,-91.7287284,,,,,,
General Store Of Pacolet & Feed,155 Montgomery Ave,Pacolet,South Carolina,29372,34.9212084,-81.7412149,,,,,,
The Hay Rack On 9,6331 NC-9,Columbus,North Carolina,28722,35.2439384,-82.0879364,,,,,,
Conecuh Feed and Seed,803 W Front St,Evergreen,Alabama,36401,31.4275552,-86.9719165,,,,,,
Tractor Supply Co.,3000 S Memorial Dr,New Castle,Indiana,47362,39.9030089,-85.3842577,,,,,,
Flint Hills Feed & Supply,100 N Main St,Eureka,Kansas,67045,37.8192352,-96.2939807,,,,,,
Tractor Supply Co.,3341 NW Evangeline Thruway,Carencro,Louisiana,70520,30.3010172,-92.0285276,,,,,,
"Coastal Bend Feed, LLC",202 Cato St,Beeville,Texas,78102,28.3934526,-97.7453625,,,,,,
Wagener Milling Co,113 Lee St N,Wagener,South Carolina,29164,33.6518256,-81.3631157,,,,,,
Londonderry Feed Co.,34986 US-50,Londonderry,Ohio,45647,39.2689276,-82.8037667,,,,,,
Coffeyville Feed & Farm Supply,1223 W 8th St,Coffeyville,Kansas,67337,37.0359437,-95.6363873,,,,,,
Davis Brothers Inc,1250 Long Hollow Rd,Masontown,West Virginia,26542,39.537415,-79.779942,,,,,,
Market Street Feed,12844 Market St,Houston,Texas,77015,29.767464,-95.2044739,,,,,,
Thibodeaux's Town & Country,1124 N Lafitte Rd,Abbeville,Louisiana,70510,29.9825417,-92.1118359,,,,,,
Malone Farm & Home Center,114 Raymond St,Malone,New York,12953,44.8555867,-74.2797725,,,,,,
St Brides Feed & Farm Supply,356 Saint. Bride's Rd E,Chesapeake,Virginia,23322,36.606497,-76.1983533,,,,,,
Tractor Supply Co.,2313 S Colorado St,Lockhart,Texas,78644,29.8451487,-97.669741,,,,,,
Tractor Supply Co.,24930 S Ellsworth Rd,Queen Creek,Arizona,85142,33.22204,-111.6360402,,,,,,
Tractor Supply Co.,2100 W Evergreen St,Durant,Oklahoma,74701,33.999246,-96.401159,,,,,,
"Allie's Feed, Farm & Pet",3700 Quaker Ln,North Kingstown,Rhode Island,2852,41.5968597,-71.4958441,,,,,,
Devine Feed and Supply,11344 US-23,Betsy Layne,Kentucky,41605,37.5502111,-82.6332012,,,,,,
Jamul Feed & Supply,13966 Campo Rd,Jamul,California,91935,32.7138087,-116.870742,,,,,,
Rushcreek Feed & Supply,103 S Broad St,Bremen,Ohio,43107,39.7012386,-82.4270509,,,,,,
Benchmart Industrial Services Inc,4894 Farm Road 127,Mt Pleasant,Texas,75455,33.1920132,-94.9744981,,,,,,
Crivitz Feedmill LLC,504 Wilbert St,Crivitz,Wisconsin,54114,45.23168,-88.0073427,,,,,,
Feed Wagon Farm & Feed Supply,396 W Valley St,Granby,Missouri,64844,36.9176276,-94.2591321,,,,,,
Thrashers Feed and Supply,820 4th Ave N,Bessemer,Alabama,35020,33.3919332,-86.9639665,,,,,,
Caliber Feed & Supply,8550 State Rte 534,Windsor,Ohio,44099,41.5147361,-80.9349144,,,,,,
"Lyssy & Eckel Feeds, Inc",105 E Young St,Llano,Texas,78643,30.759816,-98.674488,,,,,,
Llano Feed & Supply,203 E Tarrant St,Llano,Texas,78643,30.756618,-98.6729944,,,,,,
Utica Feed and Hardware,138 Church St,Utica,Ohio,43080,40.2367511,-82.4502055,,,,,,
Pelham Feed and Seed,186 Mc Laughlin St SW,Pelham,Georgia,31779,31.125093,-84.1525615,,,,,,
Tractor Supply Co.,480 N Mill St,Tehachapi,California,93561,35.1373116,-118.4508128,,,,,,
Summersville Feed Mill,5251 Hodgenville Rd,Greensburg,Kentucky,42743,37.3251129,-85.5423667,,,,,,
Agua Manza Feed Store,12020 Canfield Way,Bloomington,California,92316,34.0346599,-117.3754515,,,,,,
Wilco Farm Store,10409 Canyon Rd E,Puyallup,Washington,98373,47.1612086,-122.3558822,,,,,,
A&C Milling,12185 US-491,Cortez,Colorado,81321,37.3887214,-108.6137008,,,,,,
Double S Feed Mill & Supply,5553 LA-107,Marksville,Louisiana,71351,31.1815335,-92.1026044,,,,,,
Kalmbach Feeds of Michigan,216 Eastman St,Breckenridge,Michigan,48615,43.4090481,-84.4782768,,,,,,
Feeds ‘N Needs,109 Uxbridge Rd #16,Mendon,Massachusetts,1756,42.0955844,-71.5815289,,,,,,
Mineola Feed & Seed,407 1/2 E Broad St,Mineola,Texas,75773,32.661673,-95.485263,,,,,,
Tractor Supply Co.,9 Ed Perry Blvd,Oxford,Mississippi,38655,34.3829279,-89.4948871,,,,,,
Davis Feed and Nutrition,1695 US-52,Rushville,Indiana,46173,39.6155925,-85.4754627,,,,,,
Curran's,450 E Main St,Gentry,Arkansas,72734,36.2677414,-94.480811,,,,,,
Hilltop Feed,449 Geller Rd,Wilmer,Texas,75172,32.5937141,-96.6556228,,,,,,
Tractor Supply Co.,1160 New Haven Rd,Naugatuck,Connecticut,6770,41.4694981,-73.0252499,,,,,,
Champion Milling Co.,100 W Edgerton St,Dunn,North Carolina,28334,35.3093889,-78.6099208,,,,,,
Tractor Supply Co.,2125 S 11th St,Niles,Michigan,49120,41.788276,-86.248664,,,,,,
Elston Hay & Grain,14277 Garden Rd,Poway,California,92064,32.9558432,-117.0220489,,,,,,
Campbell's Feed & Fertilizers,4635 Linneys Mill Rd,Union Grove,North Carolina,28689,36.0267096,-81.0249392,,,,,,
Patriot Farm and Feed,142 Lamprecht Rd,Winlock,Washington,98596,46.4593752,-122.9511753,,,,,,
Village Mercantile Home and Farm Store,3675 Corrales Rd,Corrales,New Mexico,87048,35.21759,-106.6263673,,,,,,
Oley Valley Feed Inc.,143 Cleaver Rd,Oley,Pennsylvania,19547,40.394286,-75.7298237,,,,,,
Final Drive Show Supply,1921 8th Rd,Wisner,Nebraska,68791,42.0066238,-96.8845222,,,,,,
Erie Crawford Co-Op Feed Store,515 Erie St,Saegertown,Pennsylvania,16433,41.718821,-80.1444828,,,,,,
Hudson Feed and Grain,316 W Commercial St,Lebanon,Missouri,65536,37.6781102,-92.6665455,,,,,,
The Happy Farmer,648 N Limestone,Lexington,Kentucky,40508,38.0547473,-84.4848786,,,,,,
Land O'Lakes Purina Feed,1110 13th Ave SE,Detroit Lakes,Minnesota,56501,46.8141168,-95.8282778,,,,,,
S&T Feed & Seed,1776 S Ash St,Buffalo,Missouri,65622,37.6040596,-93.115684,,,,,,
Kropf Feeds,19 Prairie Ln,Buffalo,Missouri,65622,37.592433,-93.1748138,,,,,,
nappkin,70 W Easy St,Simi Valley,California,93065,34.2784313,-118.7998706,,,,,,
Brown Feed & Seed Store,102 N Main St,Travelers Rest,South Carolina,29690,34.969229,-82.4441613,,,,,,
Rick's Farm & Home,2909 Main St,Clarksville,Texas,75426,33.6132517,-95.0980629,,,,,,
"Harleysville Feed, Inc",519 Sumneytown Pike,Harleysville,Pennsylvania,19438,40.3006062,-75.4151964,,,,,,
Fought's Mill,250 Race St,Hughesville,Pennsylvania,17737,41.2426969,-76.7180691,,,,,,
Omak Feed & Supply,3 Dewberry Ave W,Omak,Washington,98841,48.4149993,-119.528078,,,,,,
Tractor Supply Co.,1740 N Belt Line Rd,Mesquite,Texas,75149,32.7881465,-96.594771,,,,,,
OLS Tubs,9723 94th Ave SE,Ellendale,North Dakota,58436,46.0071244,-98.4228988,,,,,,
Tractor Supply Company - Store Support Center,5401 Virginia Way,Brentwood,Tennessee,37027,36.03237,-86.81283,,,,,,
Clear Creek Mill,290 Mt Zion Rd,Tazewell,Tennessee,37879,36.5741823,-83.4329095,,,,,,
Mid Georgia Farm Services LLC,1799 Mennonite Church Rd,Montezuma,Georgia,31063,32.3189858,-83.9710363,,,,,,
Heritage Country Store,364 Lisbon St,Canfield,Ohio,44406,41.0194765,-80.7702147,,,,,,
Knight's Farm Supply,2310 N Belfast Ave,Augusta,Maine,4330,44.3283303,-69.7354814,,,,,,
Gordon feed,"Race Course 4725, Los Alamitos, 4745 W Cerritos Ave",Cypress,California,90720,33.809665,-118.05118,,,,,,
Phoenix Feeds of Maine,10 Dalton Rd,Augusta,Maine,4330,44.3636299,-69.7403388,,,,,,
Barnyard Feed and Supply,739 US-78,Ridgeville,South Carolina,29472,33.1082463,-80.2941061,,,,,,
The Waynesboro Farm Supply,703 Court St,Waynesboro,Mississippi,39367,31.6763004,-88.6474314,,,,,,
Scott Valley Feed & Garden,6655 CA-3,Greenview,California,96037,41.549556,-122.902642,,,,,,
Tractor Supply Co.,241 Acadiana Prep Cir,Opelousas,Louisiana,70570,30.5377545,-92.0571749,,,,,,
"Andalusia Farmers Cooperative, Inc.",305 S Cotton St,Andalusia,Alabama,36420,31.3046657,-86.4818462,,,,,,
JP Ranch & Feed,"3925 Spur Business, US-84",Snyder,Texas,79549,32.7017478,-100.8808517,,,,,,
Brickyard Feed & Seed,1377 Brickyard Rd,Chipley,Florida,32428,30.7634982,-85.5441915,,,,,,
"S & T Farm Supplies, LLC.",1500 Spring St,Hot Springs,Arkansas,71901,34.5126627,-93.0325009,,,,,,
Williams Bros Feed,1500 Spring St,Hot Springs,Arkansas,71901,34.5126659,-93.0325085,,,,,,
Tractor Supply Co.,2307 Albert Pike Rd,Hot Springs,Arkansas,71913,34.4911873,-93.1060044,,,,,,
Premier Feeds LLC,238 Melvin Rd,Wilmington,Ohio,45177,39.4749172,-83.7089596,,,,,,
Stillwater Milling Co,205 S A St,Davis,Oklahoma,73030,34.5018379,-97.1226465,,,,,,
Bar H Animal Health,58429 Old U S 51,Amite City,Louisiana,70422,30.7046413,-90.5107803,,,,,,
Tractor Supply Co.,11085 LA-16,Amite City,Louisiana,70422,30.7273645,-90.5391277,,,,,,
W C Wheeler Feed and Seed,3311 Hwy 231,Laceys Spring,Alabama,35754,34.492104,-86.5927993,,,,,,
"G. P. Kittrell & Son, Inc.",1260 NC-32 N,Corapeake,North Carolina,27926,36.523485,-76.577486,,,,,,
Ulmen's Custom Feed,34235 850th Ave,Madelia,Minnesota,56062,43.9893282,-94.3754704,,,,,,
"Co-operative Feed Dealers, Inc",380 Broome Corporate Pkwy,Conklin,New York,13748,42.0589065,-75.8154373,,,,,,
RANCHERS SUPPLY HEREFORD,3633 US-385,Hereford,Texas,79045,34.807518,-102.4065475,,,,,,
Family Pet & Garden Center,"25 Washington Street, 14 Columbia Rd",Pembroke,Massachusetts,2359,42.1069147,-70.8067976,,,,,,
Stanton's Feed,219 N Taylor St,Alvin,Texas,77511,29.4255893,-95.2470419,,,,,,
Rex Stanley Feed Yards,10763 106 Rd,Dodge City,Kansas,67801,37.8001012,-100.105651,,,,,,
Hialeah Farm Supply,4777 NW 183rd St,Miami,Florida,33055,25.940005,-80.279588,,,,,,
The Mill of Whiteford,2422 Whiteford Rd,Whiteford,Maryland,21160,39.7104976,-76.3492343,,,,,,
Hanson Farms,2881 I Ave,Wapello,Iowa,52653,41.0997367,-91.1599717,,,,,,
Feed Store,2-68 Windows Rd,Smicksburg,Pennsylvania,16256,40.8651417,-79.1629255,,,,,,
Hardin Farm And Tractor,1409 Florence Rd,Savannah,Tennessee,38372,35.2040855,-88.2389714,,,,,,
Browning Feed/ Manvel feed,19422 Hwy 6,Manvel,Texas,77578,29.470785,-95.3679664,,,,,,
Bourdeau Brothers,25 Severance Rd,Sheldon,Vermont,5483,44.9027437,-72.9482884,,,,,,
Tractor Supply Co.,334 E Jim Sharp Blvd,Kermit,Texas,79745,31.8501015,-103.0814085,,,,,,
Tractor Supply Co.,1919 Loop 332,Liberty Hill,Texas,78642,30.6729985,-97.9314017,,,,,,
Tractor Supply Co.,1515 Lucky St,Griffin,Georgia,30223,33.2809555,-84.2899911,,,,,,
MFA Feed Mill,310 W Potter Ave,Kirksville,Missouri,63501,40.211811,-92.5857391,,,,,,
Poor Boy Feed & Supply Inc.,430 S Rock St,Sheridan,Arkansas,72150,34.3012649,-92.3986753,,,,,,
Rocking C Feed Depot,180 SW Feed Gln,Lake City,Florida,32025,30.1537132,-82.6494632,,,,,,
Sun Feed,4204 Old Hwy 41 S,Ruskin,Florida,33570,27.6789227,-82.4779926,,,,,,
Morrison's Custom Feeds Inc.,28 Creamery Ln,Barnet,Vermont,5821,44.2944296,-72.0498659,,,,,,
Marion Center Farm & Feed,312 E Park Ave,Marion Center,Pennsylvania,15759,40.7690224,-79.0508731,,,,,,
Tractor Supply Co.,2125 Washington St,Franklinton,Louisiana,70438,30.8473544,-90.1341456,,,,,,
Williams Farm & Garden,1340 Main St,Barnwell,South Carolina,29812,33.2491219,-81.345896,,,,,,
Catlett Brothers Feed Mill Inc,538 State Hwy 272,Waldron,Arkansas,72958,34.8863435,-94.0912824,,,,,,
Jeffries Feed Seed & Supply,207 Carnation St,Campbellsville,Kentucky,42718,37.3373116,-85.3430109,,,,,,
Phillips Agri,1 Tharp Dr,Campbellsville,Kentucky,42718,37.3352662,-85.3737489,,,,,,
buckgetrdeerfeed,599 Arnold Rd,Campbellsville,Kentucky,42718,37.3526627,-85.4140787,,,,,,
Amherst Farmers Supply,320 S Pleasant St,Amherst,Massachusetts,1002,42.3670684,-72.5180322,,,,,,
Tractor Supply Co. - Waverly Distribution Center,12851 Dovers St,Waverly,Nebraska,68462,40.9023883,-96.5476331,,,,,,
Smoky Mountain Farmers Co-op - Newport,464 W Broadway St,Newport,Tennessee,37821,35.970266,-83.205985,,,,,,
Small Woods Feed & Farm,6430 Greeley Hill Rd C,Coulterville,California,95311,37.744291,-120.1297281,,,,,,
CHS Primeland Country Store,1001 N A St,Grangeville,Idaho,83530,45.9332623,-116.1261744,,,,,,
Branex Feed & Supply,23417 SE 436th St,Enumclaw,Washington,98022,47.2096346,-122.0284949,,,,,,
Circle S Feed Inc.,11119 Norton-Coeburn Rd,Coeburn,Virginia,24230,36.9381341,-82.4994495,,,,,,
Goven's Farm & Ranch Supply Inc,100 South Burma Avenue,Gillette,Wyoming,82716,44.294572,-105.5198261,,,,,,
Standard Dairy Consultants,105 S 11th St,Sunnyside,Washington,98944,46.3275172,-120.0066364,,,,,,
OLS Warehouse,"B: carrel Racing Ave, 6 Barrel Racing Ave",Gillette,Wyoming,82718,44.2145995,-105.3640598,,,,,,
Elmhurst Holdings Plaza LP,3800 Elm Rd NE,Warren,Ohio,44483,41.2694599,-80.7792608,,,,,,
Paradise Mills,1203 N Schultz St,Casa Grande,Arizona,85122,32.885089,-111.768452,,,,,,
Tractor Supply Co.,1988 E Florence Blvd,Casa Grande,Arizona,85122,32.8809431,-111.7018894,,,,,,
Tractor Supply Co.,1810 S Galena Ave,Dixon,Illinois,61021,41.8217191,-89.4725441,,,,,,
Nocona Feed and Ranch Supply,1323 US-82,Nocona,Texas,76255,33.7820421,-97.7391841,,,,,,
Grand River Equine Feed Inc,51680 Grand River Ave,Wixom,Michigan,48393,42.500131,-83.5584792,,,,,,
Oliver & Dahlman,18345 High Springs Main St,High Springs,Florida,32643,29.8221053,-82.5978148,,,,,,
H Rockwell & Son,430 Troy St,Canton,Pennsylvania,17724,41.65984,-76.854255,,,,,,
Blue Ribbon Farm and Feed Supply,3187 W Dunnellon Rd,Dunnellon,Florida,34433,29.0389204,-82.4887066,,,,,,
Southern States - Campbell,2 S Jefferson St,Alexandria,Kentucky,41001,38.9584355,-84.3883576,,,,,,
