Grain Elevators,street,city,state,postal_code,latitude,longitude,,,,,,,,,,,,
Gateway FS Inc,417 Flower St,Waterloo,Illinois,62298,38.3365711,-90.156135,,,,,,,,,,,,
Moweaqua Farmers Co-Op Grain,129 W Main St,Moweaqua,Illinois,62550,39.624865,-89.0215322,,,,,,,,,,,,
Coteau Grain & Seed,44 Main St,Ellendale,North Dakota,58436,46.0012519,-98.5303184,,,,,,,,,,,,
"Michigan Agricultural Commodities, Inc. - MAC",3346 Main St,Marlette,Michigan,48453,43.3214357,-83.0800846,,,,,,,,,,,,
Klossner Elevator,40137 577th Ln,New Ulm,Minnesota,56073,44.3676208,-94.4246947,,,,,,,,,,,,
"Heinbeck Farms, LLC",7351 Vinton Ave NW,Comstock Park,Michigan,49321,43.0960736,-85.680622,,,,,,,,,,,,
Cooper Farms - Cooper Grain & Feed,325 W Caroline St,Paulding,Ohio,45879,41.1386421,-84.5838642,,,,,,,,,,,,
Ag Producers Coop,221 TX-15,Gruver,Texas,79040,36.269059,-101.4080019,,,,,,,,,,,,
SKYLAND GRAIN South Elevator,206 McCree Ave,Gruver,Texas,79040,36.2689978,-101.4080425,,,,,,,,,,,,
Pride Ag Resources Feedmill,,Dodge City,Kansas,67801,37.7522268,-100.0246185,,,,,,,,,,,,
Adm Grain,701 E Trail St,Dodge City,Kansas,67801,37.7494067,-100.0096193,,,,,,,,,,,,
G & R Grain & Feed Inc,1001 3rd Ave S,New Rockford,North Dakota,58356,47.6774505,-99.1417163,,,,,,,,,,,,
Hansen-Mueller Toledo Elevator,1800 Water St,Toledo,Ohio,43611,41.6662411,-83.5074019,,,,,,,,,,,,
The DeLong Co. Inc.,513 Front St,Clinton,Wisconsin,53525,42.5539576,-88.8647824,,,,,,,,,,,,
The DeLong Co. Inc.,601 Delco Dr,Clinton,Wisconsin,53525,42.552379,-88.867905,,,,,,,,,,,,
The DeLong Co. Inc.,"X, Co Hwy W",Clinton,Wisconsin,53525,42.5598929,-88.8536328,,,,,,,,,,,,
"MAC - Michigan Agricultural Commodities, Inc.",306 N Caroline St,Middleton,Michigan,48856,43.1847856,-84.7060208,,,,,,,,,,,,
Moore's Seed & Grain Farms Inc,1000 Fite Bend Rd NE,Resaca,Georgia,30735,34.5857309,-84.9362478,,,,,,,,,,,,
Arizona Grain Inc,601 E Main Ave,Casa Grande,Arizona,85122,32.8722649,-111.751152,,,,,,,,,,,,
Farmers Cooperative Co,203 W Market St,Wolcott,Indiana,47995,40.7581069,-87.0434364,,,,,,,,,,,,
Frenchman Valley Farmers Co-Op,79589 Rd 329,Grant,Nebraska,69140,40.8389383,-101.7259687,,,,,,,,,,,,
Perdue AgriBusiness - Linkwood Grain Elevator,3827 Vincent Rd,Linkwood,Maryland,21835,38.5459859,-75.950036,,,,,,,,,,,,
North Bend Grain Co,539 N Main St,North Bend,Nebraska,68649,41.4635115,-96.7798049,,,,,,,,,,,,
Farm City Elevator Inc,104 Wisconsin St,Darien,Wisconsin,53114,42.601687,-88.7080008,,,,,,,,,,,,
Columbia Grain,4458 MT-16,Plentywood,Montana,59254,48.7550695,-104.5108221,,,,,,,,,,,,
Farmers Cooperative Elevator,833 S Phillips St,Algona,Iowa,50511,43.0618338,-94.2266944,,,,,,,,,,,,
Coastal Ag Cooperative,319 Industrial Blvd,Robstown,Texas,78380,27.7772231,-97.6695769,,,,,,,,,,,,
Evergreen FS,108 N Enterprise Dr,McLean,Illinois,61754,40.319183,-89.1677796,,,,,,,,,,,,
LaBolt Farmers Grain - Nassau,301 1st Ave,Nassau,Minnesota,56257,45.0661625,-96.4451944,,,,,,,,,,,,
Frontier Cooperative,3176 K Rd,Syracuse,Nebraska,68446,40.6353721,-96.1621932,,,,,,,,,,,,
Frontier Cooperative,3176 K Rd,Syracuse,Nebraska,68446,40.6353721,-96.1621932,,,,,,,,,,,,
Midwest Farmers Co-Op,501 1st St,Syracuse,Nebraska,68446,40.6530942,-96.1840134,,,,,,,,,,,,
Denis Elevator,12346 Fort McKavett Rd,Vancourt,Texas,76955,31.3034552,-100.1440548,,,,,,,,,,,,
CHS High Plains-Byers,66310 CO-40,Byers,Colorado,80103,39.7078781,-104.2107138,,,,,,,,,,,,
Meadowland Farmers Co-Op Elevator,120 E Tin St,Redwood Falls,Minnesota,56283,44.5331232,-95.1189169,,,,,,,,,,,,
United Ag Bagging Plant and Grain Elevator,912 E Jackson St,El Campo,Texas,77437,29.2021355,-96.2604607,,,,,,,,,,,,
United Ag Hillje Location,967 Co Rd 304,El Campo,Texas,77437,29.1489351,-96.3284545,,,,,,,,,,,,
Nine-Point Grain Inc,101 August St,El Campo,Texas,77437,29.1965852,-96.2668373,,,,,,,,,,,,
Key Cooperative,228 Main St,Gilbert,Iowa,50105,42.1085575,-93.6491966,,,,,,,,,,,,
Top Tier Grain & Feed Company,607 US-67,Miles,Texas,76861,31.5978676,-100.1770174,,,,,,,,,,,,
Macon,243 US-82,Lake Village,Arkansas,71653,33.3246176,-91.3038525,,,,,,,,,,,,
Consolidated Grain and Barge Co.,701 King St,Fayette,Iowa,52142,42.8365783,-91.8027343,,,,,,,,,,,,
Roanoke Farmers Association,1861 IL-116,Roanoke,Illinois,61561,40.8023175,-89.184123,,,,,,,,,,,,
Goldsboro Milling Company,938 Millers Chapel Rd,Goldsboro,North Carolina,27534,35.3648557,-77.8890275,,,,,,,,,,,,
Key Cooperative,102 S Center St,Zearing,Iowa,50278,42.1603624,-93.2968009,,,,,,,,,,,,
Farmers Elevator Co,51 W 4th St,Manteno,Illinois,60950,41.2535743,-87.8338546,,,,,,,,,,,,
Columbia Grain,40355 US-2,Chinook,Montana,59523,48.5955774,-109.2372825,,,,,,,,,,,,
Beachner Grain Inc,210 S Commercial St,Lacygne,Kansas,66040,38.3452029,-94.7621112,,,,,,,,,,,,
Grainfields USA LLC,451 6th Ave,Brooklyn,New York,11215,40.6675929,-73.9839568,,,,,,,,,,,,
Mid Valley Grain Co-Op,1111 S Main St,Crookston,Minnesota,56716,47.7647185,-96.6154335,,,,,,,,,,,,
Colorado Agri Products,38480 County Rd H,Yuma,Colorado,80759,40.1255323,-102.6810419,,,,,,,,,,,,
ADM Grain,1000 Old Hwy 69 S,Mt Vernon,Indiana,47620,37.9182815,-87.9159851,,,,,,,,,,,,
Consolidated Grain and Barge Co.,2701 Bluff Rd,Mt Vernon,Indiana,47620,37.9266998,-87.8739832,,,,,,,,,,,,
Deerfield Ag Services,411 Oberlin Ave SW,Massillon,Ohio,44647,40.7758755,-81.5242594,,,,,,,,,,,,
Deerfield Ag Services,411 Oberlin Ave SW,Massillon,Ohio,44647,40.7758755,-81.5242594,,,,,,,,,,,,
Meyer Brothers Grain,University St,Elk Mound,Wisconsin,54739,44.8741084,-91.6690599,,,,,,,,,,,,
Hankins Grain Co,1315 N 2nd St,Clinton,Missouri,64735,38.3866767,-93.7738113,,,,,,,,,,,,
All American Grain Co LLC,305 Yocum Rd,Calipatria,California,92233,33.1105079,-115.5108489,,,,,,,,,,,,
Farmers Win Coop,120 5th St W,Cresco,Iowa,52136,43.3728178,-92.1242558,,,,,,,,,,,,
Mathews Elevator Co,135 N Bath St,Fowler,Michigan,48835,43.0023193,-84.7382354,,,,,,,,,,,,
Attebury Grain LLC,1202 NW 5th St,Tulia,Texas,79088,34.5422892,-101.7780888,,,,,,,,,,,,
Uvalde Producers Feed LLC,1704 Milam St,Uvalde,Texas,78801,29.230208,-99.793305,,,,,,,,,,,,
Hale County Compress,710 E 7th St,Plainview,Texas,79072,34.1870043,-101.6954482,,,,,,,,,,,,
Northwestern Ohio Grain Co,12062 Rd M-10,Ottawa,Ohio,45875,40.9741604,-84.0930588,,,,,,,,,,,,
ADM Webberville,2700 M-52,Webberville,Michigan,48892,42.666068,-84.1945978,,,,,,,,,,,,
Premier Cooperative Inc,949 County Rd 700 N,Tolono,Illinois,61880,39.9812324,-88.2839738,,,,,,,,,,,,
Premier Cooperative Inc,1 S Calhoun St,Tolono,Illinois,61880,39.9845446,-88.2574276,,,,,,,,,,,,
Kontny Elevator,102 Oak St,Julesburg,Colorado,80737,40.9880848,-102.260223,,,,,,,,,,,,
Cargill Inc,830 S Crescent St,Gilman,Illinois,60938,40.7582372,-87.9954283,,,,,,,,,,,,
Star of the West Milling Co,9778 Center St,Reese,Michigan,48757,43.4525413,-83.6909598,,,,,,,,,,,,
Maschhoffs Griggsville Mill,29100 IL-107,Griggsville,Illinois,62340,39.6794677,-90.7647306,,,,,,,,,,,,
Bowman Grain Inc.,16 4th St NE,Bowman,North Dakota,58623,46.1840971,-103.3928174,,,,,,,,,,,,
Keystone Commodities,1041 Spoon Ave,Landisville,Pennsylvania,17538,40.073999,-76.415582,,,,,,,,,,,,
MFA Agri Services,29098 July Rd,La Plata,Missouri,63549,40.0134245,-92.4923535,,,,,,,,,,,,
Cargill AG Horizons,700 Oregon St,Muscatine,Iowa,52761,41.408884,-91.061203,,,,,,,,,,,,
Heartland Co-op,770 Co Rd DD,Farwell,Texas,79325,34.3308087,-102.9062828,,,,,,,,,,,,
Anchor Ingredients - Hillsboro West Plant,803 Boeddeker Drive N,Hillsboro,North Dakota,58045,47.4068022,-97.0752417,,,,,,,,,,,,
Luckey Farmers,11330 Avenue Rd,Perrysburg,Ohio,43551,41.5636558,-83.6129837,,,,,,,,,,,,
Bonanza Grain Co Inc,506 MN-44,Caledonia,Minnesota,55921,43.630871,-91.5072498,,,,,,,,,,,,
Rolwing-Moxley Co,1 E Mill St,Charleston,Missouri,63834,36.917576,-89.3491336,,,,,,,,,,,,
Smithfield Grain,612 S Brown St,Chadbourn,North Carolina,28431,34.3141186,-78.8268287,,,,,,,,,,,,
Kalama Export Co LLC,2211 N Hendrickson Dr,Kalama,Washington,98625,46.0289113,-122.8646559,,,,,,,,,,,,
LeRoy Coop,610 Warne St,Westphalia,Kansas,66093,38.1811981,-95.4889831,,,,,,,,,,,,
Le Roy Co-Op Association Inc,312 Main St,Gridley,Kansas,66852,38.097036,-95.8820003,,,,,,,,,,,,
Valley Grain Milling Inc,220 1st Ave SW,Beulah,North Dakota,58523,47.2620553,-101.7786403,,,,,,,,,,,,
PREMIER COOPERATIVE,901 N Plum St,Farmer City,Illinois,61842,40.2516797,-88.6455751,,,,,,,,,,,,
Grainland Cooperative,249 W Denver St,Holyoke,Colorado,80734,40.5859395,-102.3049986,,,,,,,,,,,,
Mississippi Rice & Grain Co,235 S 3rd St,Drew,Mississippi,38737,33.8068382,-90.5367075,,,,,,,,,,,,
California Corn Growers,625 S Front St,Chowchilla,California,93610,37.1204338,-120.25251,,,,,,,,,,,,
Farmers Grain Co-Op,140 E Dallas St,Munday,Texas,76371,33.4460296,-99.6229837,,,,,,,,,,,,
AG-Land FS,215 S Magnolia St,Elmwood,Illinois,61529,40.7766677,-89.9658,,,,,,,,,,,,
"Ag Partners Cooperative, Inc. - Tarkio, Missouri",101 N 1st St,Tarkio,Missouri,64491,40.4405821,-95.3755127,,,,,,,,,,,,
Countyline Co-Op Inc,425 E Front St,Pemberville,Ohio,43450,41.4131851,-83.4549789,,,,,,,,,,,,
Earlville Farmers Co-Op,602 W Railroad St,Earlville,Illinois,60518,41.5893554,-88.9274291,,,,,,,,,,,,
Michigan Agricultural Commodities - MAC (Wheeler),8570 Saginaw St,Wheeler,Michigan,48662,43.4117721,-84.4380817,,,,,,,,,,,,
Rudy's Inc,149 Hayes St,West Milton,Ohio,45383,39.9643803,-84.3316728,,,,,,,,,,,,
ADM Edible Bean Specialties,,Olivia,Minnesota,56277,44.7792561,-95.0149967,,,,,,,,,,,,
Ramsey Grain Co,9376 IL-29,Rochester,Illinois,62563,39.7128314,-89.4726006,,,,,,,,,,,,
Nebraska distillers Products LLC,48188 811th Rd,Ord,Nebraska,68862,41.5744047,-98.8300477,,,,,,,,,,,,
FS GRAIN,104 E Waverly St,Morris,Illinois,60450,41.3718345,-88.4220665,,,,,,,,,,,,
FS GRAIN,104 E Waverly St,Morris,Illinois,60450,41.3718345,-88.4220665,,,,,,,,,,,,
Gavilon Grain,120 Broadway St,Imperial,Nebraska,69033,40.5117182,-101.64265,,,,,,,,,,,,
Pacific Northwest Farmers Co-Op,4801 Old Thornton Hwy,Thornton,Washington,99176,47.1222514,-117.3915923,,,,,,,,,,,,
Cashup Grain Elevator PNW,1551 Klaveano Rd,Thornton,Washington,99176,47.0584668,-117.3794358,,,,,,,,,,,,
Goodwine Co-Op Grain Company,554 N 1800 East Rd E,Goodwine,Illinois,60939,40.567653,-87.7843689,,,,,,,,,,,,
CHS Inc,1 Coop Way,Kingfisher,Oklahoma,73750,35.8622026,-97.9271767,,,,,,,,,,,,
Wheeler Brothers Grain Co,760 W Robberts Ave,Kingfisher,Oklahoma,73750,35.8644355,-97.9411547,,,,,,,,,,,,
Primient Grain Fowler,7052 State Rd 18,Fowler,Indiana,47944,40.6210365,-87.4560317,,,,,,,,,,,,
ADM Swanington,2349 E 154 S,Fowler,Indiana,47944,40.5847137,-87.2791987,,,,,,,,,,,,
Columbia Grain - New Rockford,6776 18th St NE,New Rockford,North Dakota,58356,47.6724891,-99.0997543,,,,,,,,,,,,
Summitville Grain & Feed,219 Clark Rd,Summitville,Tennessee,37382,35.5601158,-85.9882278,,,,,,,,,,,,
Farmers Grain Co,330 Farmers Grain Rd,Tallulah,Louisiana,71282,32.3456859,-90.9849144,,,,,,,,,,,,
ADM Grain Company,"north 1463, 1463 IL-48",Taylorville,Illinois,62568,39.5627695,-89.2725708,,,,,,,,,,,,
River Valley Cooperative - Galva Feed,200 SW 4th Ave,Galva,Illinois,61434,41.1651345,-90.0489574,,,,,,,,,,,,
MFA Elevator,200 W Chestnut St,Shelbina,Missouri,63468,39.693741,-92.042534,,,,,,,,,,,,
Coshocton Grain Co,475 Browns Ln,Coshocton,Ohio,43812,40.2584381,-81.8645629,,,,,,,,,,,,
Gerald Grain Center,3265 Co Rd 24,Archbold,Ohio,43502,41.5182194,-84.3260988,,,,,,,,,,,,
J & D-Lancaster Inc,602 S Main St,Lancaster,South Carolina,29720,34.713795,-80.7667183,,,,,,,,,,,,
Perdue AgriBusiness - Chesapeake Grain Elevator and Oilseed Crush,501 Barnes Rd,Chesapeake,Virginia,23324,36.802681,-76.289137,,,,,,,,,,,,
Smithfield Grain,27404 Cabin Point Rd,Waverly,Virginia,23890,37.0743751,-77.1516113,,,,,,,,,,,,
Murphy-Brown,27404 Cabin Point Rd,Waverly,Virginia,23890,37.0784371,-77.1538171,,,,,,,,,,,,
Starke County Farm Co-Op,2451 N Peabody St,Knox,Indiana,46534,41.3378143,-86.6961059,,,,,,,,,,,,
Caledonia Farmers Elevator Co,1018 3rd Ave,Lake Odessa,Michigan,48849,42.7826801,-85.136273,,,,,,,,,,,,
Alliance Grain Co,1306 W 8th St,Gibson City,Illinois,60936,40.4651341,-88.3962116,,,,,,,,,,,,
Cargill - Gibson City,IL-47,Gibson City,Illinois,60936,40.4603654,-88.3863874,,,,,,,,,,,,
Anderson grain.,4114 N 1600 E,Buhl,Idaho,83316,42.595418,-114.73152,,,,,,,,,,,,
ADM Morris,280 Calhoun St,Morris,Illinois,60450,41.3546753,-88.4293313,,,,,,,,,,,,
Viterra,21799 E Ave,Rock Port,Missouri,64482,40.418101,-95.600314,,,,,,,,,,,,
Union Grain Co,302 Spruce St,St Libory,Nebraska,68872,41.08119,-98.355003,,,,,,,,,,,,
Midland Marketing Co-Op Yocemento,1558 Yocemento Ave,Hays,Kansas,67601,38.9073829,-99.4247589,,,,,,,,,,,,
Greckel Farms LLC,88111 545th Ave,Bloomfield,Nebraska,68718,42.5987142,-97.6231871,,,,,,,,,,,,
The DeLong Co. Inc.,32612 W 191st St,Edgerton,Kansas,66021,38.7831627,-94.9622764,,,,,,,,,,,,
Apex Grain Co LLC,504 S Waco St,Hillsboro,Texas,76645,32.0012719,-97.1293675,,,,,,,,,,,,
Langeland Farms,4084 S Co Rd 550 E,Greensburg,Indiana,47240,39.2774424,-85.3755322,,,,,,,,,,,,
Farmers co-op swett,20710 Bennett Ave,Martin,South Dakota,57551,43.170439,-101.948644,,,,,,,,,,,,
Producers Co-Op Elevator,301 E Missouri St,Floydada,Texas,79235,33.9858394,-101.3315495,,,,,,,,,,,,
Lone Star Grain,5580 Avenue F,Heidenheimer,Texas,76533,31.0203542,-97.3038084,,,,,,,,,,,,
United Grain Corporation - Bucyrus,305 6th St NW,Hettinger,North Dakota,58639,46.0391909,-102.7475883,,,,,,,,,,,,
F J Krob & Co Elevator,1003 Stinocher St,Solon,Iowa,52333,41.800135,-91.494373,,,,,,,,,,,,
"ZFS Ithaca, LLC",1266 E Washington Rd,Ithaca,Michigan,48847,43.2863983,-84.574151,,,,,,,,,,,,
Eichelberger Milling,1054-1022 Pearl St,Wayland,Iowa,52654,41.1653289,-91.6567916,,,,,,,,,,,,
Eichelberger Milling,408 North Dr,Wayland,Iowa,52654,41.1498391,-91.6456888,,,,,,,,,,,,
Missouri Valley Ag,30749 5th Ave NE,Sterling,North Dakota,58572,46.8076887,-100.2986737,,,,,,,,,,,,
Farmers Grain Co,202 N Locust St,New Berlin,Illinois,62670,39.7237347,-89.913003,,,,,,,,,,,,
The Arthur Companies - Blackfoot Elevator,467 US-26,Blackfoot,Idaho,83221,43.2066497,-112.3894958,,,,,,,,,,,,
Woodall Grain Company,406 1st Ave N,Decherd,Tennessee,37324,35.2125016,-86.082079,,,,,,,,,,,,
Stockland Grain Co,1034 IL-1,Milford,Illinois,60953,40.6376009,-87.6960003,,,,,,,,,,,,
Salisbury AG Center Inc,202 E Front St,Salisbury,Missouri,65281,39.4247856,-92.7991561,,,,,,,,,,,,
Bartlett,305 W Bellevue Ave,Scott City,Kansas,67871,38.4880431,-100.9097445,,,,,,,,,,,,
Scott Cooperative Association,481 W Rd 75,Scott City,Kansas,67871,38.3735501,-100.9146712,,,,,,,,,,,,
"The Andersons, Inc.",20615 I-35,Lytle,Texas,78052,29.2175347,-98.8021141,,,,,,,,,,,,
Poinsett Rice & Grain,3501 N Main St,Newport,Arkansas,72112,35.6385341,-91.2653467,,,,,,,,,,,,
Adm Grain Co,52551 NE-14,Fullerton,Nebraska,68638,41.3869708,-97.9760316,,,,,,,,,,,,
Nortana Grain Co,415 9th Ave NE,Sidney,Montana,59270,47.7143347,-104.1433193,,,,,,,,,,,,
Oakfield Elevator Co Inc,280 N Main St,Oakfield,Wisconsin,53065,43.6859726,-88.5476713,,,,,,,,,,,,
CHS Farmers Alliance,1800 Elevator Rd,Mitchell,South Dakota,57301,43.7227439,-98.0498046,,,,,,,,,,,,
Rice Belt Warehouse--Ganado TX,211 E York St,Ganado,Texas,77962,29.0437078,-96.5132965,,,,,,,,,,,,
Midwest Grain & Barge Co,94 Airport Rd,Scott City,Missouri,63780,37.2376548,-89.5722443,,,,,,,,,,,,
Evergreen FS Holder,11418 Oak St,Downs,Illinois,61736,40.4511365,-88.8077418,,,,,,,,,,,,
Perdue AgriBusiness - Plymouth Grain Elevator,1789 US-64 E,Plymouth,North Carolina,27962,35.8705807,-76.7153773,,,,,,,,,,,,
Glynn Dodson Inc,207 S Elm St,Royse City,Texas,75189,32.9738357,-96.3323083,,,,,,,,,,,,
agri trails co-op,1216 Old Hwy 56,Council Grove,Kansas,66846,38.6667548,-96.4687651,,,,,,,,,,,,
Legacy Cooperative,17 Front St NE,Rolla,North Dakota,58367,48.8571891,-99.6151885,,,,,,,,,,,,
ALCIVIA - Burlington Grain,638 S Kane St,Burlington,Wisconsin,53105,42.6674945,-88.2739842,,,,,,,,,,,,
Merrell Grain,7205 Johnson Fork Rd,Brookville,Indiana,47012,39.4062172,-84.8735275,,,,,,,,,,,,
Kanza Cooperative Association- St. John Branch,418 S Monroe St,St John,Kansas,67576,37.9955111,-98.7588913,,,,,,,,,,,,
Insight FS,W7197 WI-49,Waupun,Wisconsin,53963,43.6326684,-88.7601849,,,,,,,,,,,,
Big River Resources West Burlington LLC,903 S Sunny Ln,Monmouth,Illinois,61462,40.9023613,-90.6578723,,,,,,,,,,,,
"Hartmann Farms, LLC",W12148 WI-60 Trunk,Lodi,Wisconsin,53555,43.3029581,-89.6044526,,,,,,,,,,,,
"Obion Grain Co., LLC",328 E Main Ave,Obion,Tennessee,38240,36.2588813,-89.189572,,,,,,,,,,,,
Walters Co-Op Elevator Association,409 W Missouri Ave,Walters,Oklahoma,73572,34.3624108,-98.3140197,,,,,,,,,,,,
Ramirez Feeds,423 E 4th St,Elsa,Texas,78543,26.2960941,-97.9829393,,,,,,,,,,,,
Farmers Cooperative Association,322 E Harper St,Buffalo,Oklahoma,73834,36.8346043,-99.6267258,,,,,,,,,,,,
CDR Farms,,Bloomer,Wisconsin,54724,45.1307449,-91.5105133,,,,,,,,,,,,
Adm Grain,102 Glaydas St,Hooker,Oklahoma,73945,36.8598285,-101.2133209,,,,,,,,,,,,
Rabideau Grain & Lumber Inc,745 S Elliott St,Clifton,Illinois,60927,40.9300567,-87.9370225,,,,,,,,,,,,
SC Farm Bureau Grain Elevator,1306 Whitehall Rd,Anderson,South Carolina,29625,34.5320924,-82.6935556,,,,,,,,,,,,
Farmers Elevator,7 Main St,Scobey,Montana,59263,48.7943543,-105.4192033,,,,,,,,,,,,
J-Ham Farms & Grain Inc.,112 E Armfield St,St Pauls,North Carolina,28384,34.8075103,-78.9705522,,,,,,,,,,,,
Russell Grain,221 W Washington St,Rushville,Illinois,62681,40.1216136,-90.5644549,,,,,,,,,,,,
Perdue Montross,212 Grainery Rd,Montross,Virginia,22520,38.1120168,-76.7946395,,,,,,,,,,,,
Dummer's Grain Services,N6673 County Rd XX,Holmen,Wisconsin,54636,43.9615691,-91.2989596,,,,,,,,,,,,
Hopkinsville Elevator Co,1040 Skyline Dr,Hopkinsville,Kentucky,42240,36.846555,-87.4767151,,,,,,,,,,,,
Cassens' Mill Corporation,108 Ringgold St,Sigourney,Iowa,52591,41.3379764,-92.2049101,,,,,,,,,,,,
Star of the West Milling Co.,4082 22nd Ave NE,Larimore,North Dakota,58251,47.9911717,-97.7056366,,,,,,,,,,,,
CHS AG Services,40 Barrett Ave,Larimore,North Dakota,58251,47.9042074,-97.636198,,,,,,,,,,,,
Dakota Mill & Grain,507 Elevator Rd,Fort Pierre,South Dakota,57532,44.3588249,-100.3770147,,,,,,,,,,,,
"Ag Partners Cooperative - Lathrop, Missouri",402 Locust St,Lathrop,Missouri,64465,39.5497612,-94.331349,,,,,,,,,,,,
"Paterson Grain, LLC",1 Paterson Dr,Bottineau,North Dakota,58318,48.8182335,-100.4421259,,,,,,,,,,,,
ADM,445 Phillips 400 Rd,Helena,Arkansas,72342,34.4913549,-90.6017059,,,,,,,,,,,,
Perdue AgriBusiness - Bridgeville Grain Elevator and Feed Mill,16447 Adams Rd,Bridgeville,Delaware,19933,38.7580468,-75.6042281,,,,,,,,,,,,
Four Farmers Grain Inc,315 S Farm To Market 1138,Nevada,Texas,75173,33.0366276,-96.3749047,,,,,,,,,,,,
Farmers Cooperative Elevator Company,90 Railway St,Cottonwood,Minnesota,56229,44.6069081,-95.6725549,,,,,,,,,,,,
Farmers Cooperative Elevator Company,90 Railway St,Cottonwood,Minnesota,56229,44.6069081,-95.6725549,,,,,,,,,,,,
Tampico Grain,10726 E County Rd 400 S,Crothersville,Indiana,47229,38.8235815,-85.8402722,,,,,,,,,,,,
Perdue AgriBusiness - Marietta Grain Elevator,1609 River Rd,Marietta,Pennsylvania,17547,40.0663146,-76.6014202,,,,,,,,,,,,
"Inland Empire Milling Company, Inc.",4 N Pk St,St John,Washington,99171,47.0923362,-117.5812579,,,,,,,,,,,,
Farmers Co-Op Elevator,222 E 1st St,Halstead,Kansas,67056,38.0049438,-97.5032272,,,,,,,,,,,,
Perdue AgriBusiness - Kinsale Grain Elevator,82 Steamboat Landing,Kinsale,Virginia,22488,38.0303109,-76.5757177,,,,,,,,,,,,
D E Bondurant Grain Go Inc,223 S Iowa Ave,Ness City,Kansas,67560,38.4519816,-99.9038974,,,,,,,,,,,,
Douglas County Farmers Co-op Grain Plant,7585 OR-99,Wilbur,Oregon,97494,43.3060743,-123.3466643,,,,,,,,,,,,
Terra Products Company,2144 Old Hwy 218 S,Iowa City,Iowa,52246,41.6326683,-91.5396816,,,,,,,,,,,,
Mountaire Farms Grain Elevator - Ridgely,23501 Henry Rd,Ridgely,Maryland,21660,38.9374912,-75.889113,,,,,,,,,,,,
"Southeastern Grain Company, Lake City SC",808 S Scurry Rd,Lake City,South Carolina,29560,33.8892192,-79.8895081,,,,,,,,,,,,
Turner Grain Services Inc,706 S Front St,Pekin,Illinois,61554,40.5623394,-89.660494,,,,,,,,,,,,
Parkston Grain & Feed,204 N Depot St,Parkston,South Dakota,57366,43.3960459,-97.9840505,,,,,,,,,,,,
Visser Elevator Inc,412 3rd Ave NW,Sioux Center,Iowa,51250,43.0812058,-96.1788938,,,,,,,,,,,,
Mont Eagle Mills Inc,804 W Main St,Oblong,Illinois,62449,39.0017738,-87.9166107,,,,,,,,,,,,
KAAPA Ethanol Ravenna,35955 Navaho Rd,Ravenna,Nebraska,68869,41.020176,-98.8717528,,,,,,,,,,,,
Goldsboro Milling Grain Co,4101 East Ave,Ayden,North Carolina,28513,35.4742736,-77.4163818,,,,,,,,,,,,
Jersey County Grain Co,426 E Exchange St,Jerseyville,Illinois,62052,39.1219818,-90.3218574,,,,,,,,,,,,
Tyson Foods Local Grain Services - Dyer,347 S Main St,Dyer,Tennessee,38330,36.0643109,-88.9921019,,,,,,,,,,,,
Central Farmers Coop,210 E 17th Ave,Tyndall,South Dakota,57066,42.9923928,-97.8610202,,,,,,,,,,,,
CHS Inc Omega Branch,,Omega,Oklahoma,73764,35.8700537,-98.1973432,,,,,,,,,,,,
AGT Foods USA,1611 E Century Ave # 102,Bismarck,North Dakota,58503,46.8363761,-100.7671127,,,,,,,,,,,,
Mid-Iowa Cooperative Jesup North,661 Douglas St,Jesup,Iowa,50648,42.4745568,-92.0626517,,,,,,,,,,,,
Heskin Grain Processing Inc,19 1st St N,New Rockford,North Dakota,58356,47.6803682,-99.1253815,,,,,,,,,,,,
Star of the West Milling Co.,35 S Main St,Churchville,New York,14428,43.1022395,-77.8849395,,,,,,,,,,,,
Gateway FS Inc,207 W Almond St,Percy,Illinois,62272,38.0156648,-89.6184228,,,,,,,,,,,,
Premier Cooperative,309 Maple St,Rossville,Illinois,60963,40.3780428,-87.66287,,,,,,,,,,,,
Goldsboro Milling Grain Co,3628 S Fields St,Farmville,North Carolina,27828,35.5925991,-77.5973111,,,,,,,,,,,,
Duffy Grain Inc.,"N, 3867 Baden St",Columbus,Wisconsin,53925,43.3343231,-89.0074576,,,,,,,,,,,,
MB Bell Jr. Grain & Fertilizer Inc.,10028 Blue Pond Blvd W,Sylvania,Alabama,35988,34.5671306,-85.8050592,,,,,,,,,,,,
"Pendleton Grain Growers, Inc.",4600 McKennon Rd,Pendleton,Oregon,97801,45.671501,-118.8393141,,,,,,,,,,,,
West Slope Farm and Ranch - Delta,551 W 5th St,Delta,Colorado,81416,38.740416,-108.0769659,,,,,,,,,,,,
